epoch,train_loss,val_auroc,val_accuracy,val_f1_weighted,model,fewshot_frac,seed,organ
1,2.4330047369003296,0.6096840316747724,0.2702702702702703,0.11500862564692352,BERT standard | MLP + text encoder,0.05,42,liver
2,1.610867440700531,0.7687523381967827,0.27927927927927926,0.13357920820607386,BERT standard | MLP + text encoder,0.05,42,liver
3,1.2421854734420776,0.7531518892630004,0.13513513513513514,0.032175032175032175,BERT standard | MLP + text encoder,0.05,42,liver
4,1.4224148392677307,0.8035945878538472,0.5945945945945946,0.44342647732478246,BERT standard | MLP + text encoder,0.05,42,liver
1,1.6302491426467896,0.7361033171218357,0.5765765765765766,0.5608918764508176,BERT standard | MLP + text encoder,0.1,42,liver
2,1.0714219808578491,0.8105592966704078,0.4594594594594595,0.45101573710612763,BERT standard | MLP + text encoder,0.1,42,liver
3,1.0331789702177048,0.7875678077066967,0.5945945945945946,0.44342647732478246,BERT standard | MLP + text encoder,0.1,42,liver
4,0.9609957933425903,0.8019071891757076,0.5945945945945946,0.44342647732478246,BERT standard | MLP + text encoder,0.1,42,liver
1,5.149886131286621,0.6478940640977678,0.22522522522522523,0.1297152767741003,BERT standard | MLP + image + text encoder,0.01,42,liver
2,1.7487571239471436,0.6913120401546328,0.27927927927927926,0.22173922173922175,BERT standard | MLP + image + text encoder,0.01,42,liver
3,1.9088696241378784,0.6801907968574635,0.5675675675675675,0.5470487930370319,BERT standard | MLP + image + text encoder,0.01,42,liver
4,1.0421420335769653,0.6625116909839132,0.5945945945945946,0.4983268983268983,BERT standard | MLP + image + text encoder,0.01,42,liver
1,5.1875118017196655,0.6447523070208255,0.1981981981981982,0.10981569805099216,BERT standard | MLP + image + text encoder,0.05,42,liver
2,2.0035237073898315,0.637699526125452,0.5675675675675675,0.5268952592896254,BERT standard | MLP + image + text encoder,0.05,42,liver
3,1.0205745697021484,0.6049865943384463,0.5945945945945946,0.44342647732478246,BERT standard | MLP + image + text encoder,0.05,42,liver
4,0.957686722278595,0.6399410774410774,0.5945945945945946,0.44342647732478246,BERT standard | MLP + image + text encoder,0.05,42,liver
1,2.767308831214905,0.6005720788128196,0.5855855855855856,0.44680518668957975,BERT standard | MLP + image + text encoder,0.1,42,liver
2,1.0395378470420837,0.5844455356029431,0.6036036036036037,0.46338273757628595,BERT standard | MLP + image + text encoder,0.1,42,liver
3,1.0618736892938614,0.5436362077565782,0.5945945945945946,0.47172776312524695,BERT standard | MLP + image + text encoder,0.1,42,liver
4,1.0022350251674652,0.6044316623020327,0.5855855855855856,0.4884285483087878,BERT standard | MLP + image + text encoder,0.1,42,liver
