average_type,n_organs,auroc,accuracy,f1_weighted,model,setting,fewshot_frac,seed
weighted_by_test_n,1,0.61697063224841,0.4954954954954955,0.5125125125125125,CLIP standard | MLP + image + text encoder,fewshot_adaptation,0.1,44
macro,1,0.6516920750717048,0.5135135135135135,0.543190249072602,CLIP standard | MLP + image + text encoder,fewshot_adaptation,0.1,45
weighted_by_test_n,1,0.6516920750717047,0.5135135135135135,0.543190249072602,CLIP standard | MLP + image + text encoder,fewshot_adaptation,0.1,45
macro,1,0.7056568774161368,0.5945945945945946,0.6003047808851804,CLIP standard | MLP + image + text encoder,fewshot_adaptation,0.1,46
weighted_by_test_n,1,0.7056568774161368,0.5945945945945946,0.6003047808851804,CLIP standard | MLP + image + text encoder,fewshot_adaptation,0.1,46
macro,1,0.8460429916448434,0.7027027027027027,0.6858185134518925,CLIP standard | MLP + image encoder,fewshot_adaptation,0.01,42
weighted_by_test_n,1,0.8460429916448434,0.7027027027027027,0.6858185134518925,CLIP standard | MLP + image encoder,fewshot_adaptation,0.01,42
macro,1,0.8230842374360893,0.6576576576576577,0.6761929778243558,CLIP standard | MLP + image encoder,fewshot_adaptation,0.01,43
weighted_by_test_n,1,0.8230842374360893,0.6576576576576577,0.6761929778243558,CLIP standard | MLP + image encoder,fewshot_adaptation,0.01,43
macro,1,0.7809475932161117,0.6846846846846847,0.6774547656900597,CLIP standard | MLP + image encoder,fewshot_adaptation,0.01,44
weighted_by_test_n,1,0.7809475932161117,0.6846846846846847,0.6774547656900597,CLIP standard | MLP + image encoder,fewshot_adaptation,0.01,44
macro,1,0.8279874360892879,0.7027027027027027,0.7119262119262119,CLIP standard | MLP + image encoder,fewshot_adaptation,0.01,45
weighted_by_test_n,1,0.8279874360892879,0.7027027027027027,0.7119262119262119,CLIP standard | MLP + image encoder,fewshot_adaptation,0.01,45
macro,1,0.8277341314378353,0.6936936936936937,0.7029987303334265,CLIP standard | MLP + image encoder,fewshot_adaptation,0.01,46
weighted_by_test_n,1,0.8277341314378353,0.6936936936936937,0.7029987303334265,CLIP standard | MLP + image encoder,fewshot_adaptation,0.01,46
macro,1,0.8681467452300785,0.7027027027027027,0.7089950260681969,CLIP standard | MLP + image encoder,fewshot_adaptation,0.05,42
weighted_by_test_n,1,0.8681467452300785,0.7027027027027027,0.7089950260681969,CLIP standard | MLP + image encoder,fewshot_adaptation,0.05,42
macro,1,0.8485331712183565,0.6666666666666666,0.6697368008843418,CLIP standard | MLP + image encoder,fewshot_adaptation,0.05,43
weighted_by_test_n,1,0.8485331712183565,0.6666666666666666,0.6697368008843418,CLIP standard | MLP + image encoder,fewshot_adaptation,0.05,43
macro,1,0.8581907033295924,0.7387387387387387,0.7330491782104686,CLIP standard | MLP + image encoder,fewshot_adaptation,0.05,44
weighted_by_test_n,1,0.8581907033295924,0.7387387387387387,0.7330491782104686,CLIP standard | MLP + image encoder,fewshot_adaptation,0.05,44
macro,1,0.7792539593465518,0.6486486486486487,0.6379176168649854,CLIP standard | MLP + image encoder,fewshot_adaptation,0.05,45
weighted_by_test_n,1,0.7792539593465518,0.6486486486486487,0.6379176168649854,CLIP standard | MLP + image encoder,fewshot_adaptation,0.05,45
macro,1,0.840860768175583,0.7387387387387387,0.7477174116234909,CLIP standard | MLP + image encoder,fewshot_adaptation,0.05,46
weighted_by_test_n,1,0.840860768175583,0.7387387387387387,0.7477174116234909,CLIP standard | MLP + image encoder,fewshot_adaptation,0.05,46
macro,1,0.8655303030303031,0.7117117117117117,0.7135857662173452,CLIP standard | MLP + image encoder,fewshot_adaptation,0.1,42
weighted_by_test_n,1,0.8655303030303031,0.7117117117117117,0.7135857662173452,CLIP standard | MLP + image encoder,fewshot_adaptation,0.1,42
macro,1,0.8662021449058486,0.7297297297297297,0.7288339475839476,CLIP standard | MLP + image encoder,fewshot_adaptation,0.1,43
weighted_by_test_n,1,0.8662021449058485,0.7297297297297297,0.7288339475839476,CLIP standard | MLP + image encoder,fewshot_adaptation,0.1,43
macro,1,0.8951131687242798,0.7657657657657657,0.7721393999041058,CLIP standard | MLP + image encoder,fewshot_adaptation,0.1,44
weighted_by_test_n,1,0.8951131687242798,0.7657657657657657,0.7721393999041058,CLIP standard | MLP + image encoder,fewshot_adaptation,0.1,44
macro,1,0.8118429667040777,0.6756756756756757,0.6838396759656602,CLIP standard | MLP + image encoder,fewshot_adaptation,0.1,45
weighted_by_test_n,1,0.8118429667040777,0.6756756756756757,0.6838396759656602,CLIP standard | MLP + image encoder,fewshot_adaptation,0.1,45
macro,1,0.8806584362139919,0.7297297297297297,0.7417464486430003,CLIP standard | MLP + image encoder,fewshot_adaptation,0.1,46
weighted_by_test_n,1,0.8806584362139919,0.7297297297297297,0.7417464486430003,CLIP standard | MLP + image encoder,fewshot_adaptation,0.1,46
macro,1,0.7766928544706323,0.5135135135135135,0.5276452923511746,CLIP standard | MLP + text encoder,fewshot_adaptation,0.01,42
weighted_by_test_n,1,0.7766928544706323,0.5135135135135135,0.5276452923511746,CLIP standard | MLP + text encoder,fewshot_adaptation,0.01,42
macro,1,0.8066997131811947,0.6216216216216216,0.6063305541566412,CLIP standard | MLP + text encoder,fewshot_adaptation,0.01,43
weighted_by_test_n,1,0.8066997131811947,0.6216216216216216,0.6063305541566412,CLIP standard | MLP + text encoder,fewshot_adaptation,0.01,43
macro,1,0.6780069210624765,0.5855855855855856,0.5748579669552314,CLIP standard | MLP + text encoder,fewshot_adaptation,0.01,44
weighted_by_test_n,1,0.6780069210624765,0.5855855855855856,0.5748579669552314,CLIP standard | MLP + text encoder,fewshot_adaptation,0.01,44
macro,1,0.8146074947000873,0.6846846846846847,0.688648869187425,CLIP standard | MLP + text encoder,fewshot_adaptation,0.01,45
weighted_by_test_n,1,0.8146074947000873,0.6846846846846847,0.688648869187425,CLIP standard | MLP + text encoder,fewshot_adaptation,0.01,45
macro,1,0.7125413081431601,0.5945945945945946,0.5883516333628862,CLIP standard | MLP + text encoder,fewshot_adaptation,0.01,46
weighted_by_test_n,1,0.7125413081431602,0.5945945945945946,0.5883516333628862,CLIP standard | MLP + text encoder,fewshot_adaptation,0.01,46
macro,1,0.8465527185434593,0.7387387387387387,0.7453136919256454,CLIP standard | MLP + text encoder,fewshot_adaptation,0.05,42
weighted_by_test_n,1,0.8465527185434591,0.7387387387387387,0.7453136919256454,CLIP standard | MLP + text encoder,fewshot_adaptation,0.05,42
macro,1,0.7749392068836514,0.6306306306306306,0.6276057670019934,CLIP standard | MLP + text encoder,fewshot_adaptation,0.05,43
weighted_by_test_n,1,0.7749392068836513,0.6306306306306306,0.6276057670019934,CLIP standard | MLP + text encoder,fewshot_adaptation,0.05,43
macro,1,0.8112147711684748,0.6486486486486487,0.6589560872347757,CLIP standard | MLP + text encoder,fewshot_adaptation,0.05,44
weighted_by_test_n,1,0.8112147711684748,0.6486486486486487,0.6589560872347757,CLIP standard | MLP + text encoder,fewshot_adaptation,0.05,44
macro,1,0.7144843496695348,0.5675675675675675,0.5832419448514626,CLIP standard | MLP + text encoder,fewshot_adaptation,0.05,45
weighted_by_test_n,1,0.7144843496695348,0.5675675675675675,0.5832419448514626,CLIP standard | MLP + text encoder,fewshot_adaptation,0.05,45
macro,1,0.7946930727023321,0.6576576576576577,0.6593753962175014,CLIP standard | MLP + text encoder,fewshot_adaptation,0.05,46
weighted_by_test_n,1,0.794693072702332,0.6576576576576577,0.6593753962175014,CLIP standard | MLP + text encoder,fewshot_adaptation,0.05,46
macro,1,0.8175528432472876,0.7027027027027027,0.7081201917267491,CLIP standard | MLP + text encoder,fewshot_adaptation,0.1,42
weighted_by_test_n,1,0.8175528432472876,0.7027027027027027,0.7081201917267491,CLIP standard | MLP + text encoder,fewshot_adaptation,0.1,42
macro,1,0.8381882092530241,0.7117117117117117,0.7002521138733763,CLIP standard | MLP + text encoder,fewshot_adaptation,0.1,43
weighted_by_test_n,1,0.8381882092530241,0.7117117117117117,0.7002521138733763,CLIP standard | MLP + text encoder,fewshot_adaptation,0.1,43
macro,1,0.8488994887143035,0.6486486486486487,0.6537879135502225,CLIP standard | MLP + text encoder,fewshot_adaptation,0.1,44
weighted_by_test_n,1,0.8488994887143035,0.6486486486486487,0.6537879135502225,CLIP standard | MLP + text encoder,fewshot_adaptation,0.1,44
macro,1,0.8467343184935777,0.6936936936936937,0.6975546975546976,CLIP standard | MLP + text encoder,fewshot_adaptation,0.1,45
weighted_by_test_n,1,0.8467343184935777,0.6936936936936937,0.6975546975546976,CLIP standard | MLP + text encoder,fewshot_adaptation,0.1,45
macro,1,0.8209104938271605,0.7027027027027027,0.7065637065637066,CLIP standard | MLP + text encoder,fewshot_adaptation,0.1,46
weighted_by_test_n,1,0.8209104938271605,0.7027027027027027,0.7065637065637066,CLIP standard | MLP + text encoder,fewshot_adaptation,0.1,46
macro,1,0.7647766242673649,0.44144144144144143,0.4527999318064368,CLIP standard | MLP heads only,fewshot_adaptation,0.01,42
weighted_by_test_n,1,0.7647766242673649,0.44144144144144143,0.4527999318064368,CLIP standard | MLP heads only,fewshot_adaptation,0.01,42
macro,1,0.7999376480857961,0.6216216216216216,0.616734729614525,CLIP standard | MLP heads only,fewshot_adaptation,0.01,43
weighted_by_test_n,1,0.7999376480857961,0.6216216216216216,0.616734729614525,CLIP standard | MLP heads only,fewshot_adaptation,0.01,43
macro,1,0.6252158935029305,0.5045045045045045,0.4962043548250445,CLIP standard | MLP heads only,fewshot_adaptation,0.01,44
weighted_by_test_n,1,0.6252158935029305,0.5045045045045045,0.4962043548250445,CLIP standard | MLP heads only,fewshot_adaptation,0.01,44
macro,1,0.8159223406908592,0.6936936936936937,0.6891288533079578,CLIP standard | MLP heads only,fewshot_adaptation,0.01,45
weighted_by_test_n,1,0.8159223406908592,0.6936936936936937,0.6891288533079578,CLIP standard | MLP heads only,fewshot_adaptation,0.01,45
macro,1,0.7154204077815188,0.6036036036036037,0.6073048800199157,CLIP standard | MLP heads only,fewshot_adaptation,0.01,46
weighted_by_test_n,1,0.7154204077815188,0.6036036036036037,0.6073048800199157,CLIP standard | MLP heads only,fewshot_adaptation,0.01,46
macro,1,0.8187796171592469,0.7207207207207207,0.7278240738555547,CLIP standard | MLP heads only,fewshot_adaptation,0.05,42
weighted_by_test_n,1,0.8187796171592469,0.7207207207207207,0.7278240738555547,CLIP standard | MLP heads only,fewshot_adaptation,0.05,42
macro,1,0.7704677952363137,0.6306306306306306,0.6322419980956567,CLIP standard | MLP heads only,fewshot_adaptation,0.05,43
weighted_by_test_n,1,0.7704677952363138,0.6306306306306306,0.6322419980956567,CLIP standard | MLP heads only,fewshot_adaptation,0.05,43
macro,1,0.8016881780770669,0.6576576576576577,0.6692391692391693,CLIP standard | MLP heads only,fewshot_adaptation,0.05,44
weighted_by_test_n,1,0.8016881780770669,0.6576576576576577,0.6692391692391693,CLIP standard | MLP heads only,fewshot_adaptation,0.05,44
macro,1,0.7737038595834892,0.6036036036036037,0.6174888707084657,CLIP standard | MLP heads only,fewshot_adaptation,0.05,45
weighted_by_test_n,1,0.7737038595834892,0.6036036036036037,0.6174888707084657,CLIP standard | MLP heads only,fewshot_adaptation,0.05,45
macro,1,0.7700874485596708,0.6576576576576577,0.656909593917468,CLIP standard | MLP heads only,fewshot_adaptation,0.05,46
weighted_by_test_n,1,0.7700874485596708,0.6576576576576577,0.656909593917468,CLIP standard | MLP heads only,fewshot_adaptation,0.05,46
macro,1,0.8152099700710812,0.7027027027027027,0.7057545821683752,CLIP standard | MLP heads only,fewshot_adaptation,0.1,42
weighted_by_test_n,1,0.8152099700710812,0.7027027027027027,0.7057545821683752,CLIP standard | MLP heads only,fewshot_adaptation,0.1,42
macro,1,0.8375288377603193,0.7387387387387387,0.7331907561462798,CLIP standard | MLP heads only,fewshot_adaptation,0.1,43
weighted_by_test_n,1,0.8375288377603193,0.7387387387387387,0.7331907561462798,CLIP standard | MLP heads only,fewshot_adaptation,0.1,43
macro,1,0.8281659184436961,0.6576576576576577,0.6614511174867999,CLIP standard | MLP heads only,fewshot_adaptation,0.1,44
weighted_by_test_n,1,0.8281659184436961,0.6576576576576577,0.6614511174867999,CLIP standard | MLP heads only,fewshot_adaptation,0.1,44
macro,1,0.8486017583239805,0.7387387387387387,0.7437233408320775,CLIP standard | MLP heads only,fewshot_adaptation,0.1,45
weighted_by_test_n,1,0.8486017583239805,0.7387387387387387,0.7437233408320775,CLIP standard | MLP heads only,fewshot_adaptation,0.1,45
macro,1,0.7884064409527373,0.6576576576576577,0.6653935041031814,CLIP standard | MLP heads only,fewshot_adaptation,0.1,46
weighted_by_test_n,1,0.7884064409527373,0.6576576576576577,0.6653935041031814,CLIP standard | MLP heads only,fewshot_adaptation,0.1,46
macro,1,0.707705917196658,0.6486486486486487,0.6237699005031555,OpenAI CLIP,fewshot_adaptation,0.01,42
weighted_by_test_n,1,0.707705917196658,0.6486486486486487,0.6237699005031555,OpenAI CLIP,fewshot_adaptation,0.01,42
macro,1,0.7244084362139919,0.6306306306306306,0.626004598140821,OpenAI CLIP,fewshot_adaptation,0.01,43
weighted_by_test_n,1,0.7244084362139919,0.6306306306306306,0.626004598140821,OpenAI CLIP,fewshot_adaptation,0.01,43
macro,1,0.413675333582741,0.45045045045045046,0.43624517374517374,OpenAI CLIP,fewshot_adaptation,0.01,44
weighted_by_test_n,1,0.41367533358274106,0.45045045045045046,0.43624517374517374,OpenAI CLIP,fewshot_adaptation,0.01,44
macro,1,0.7668895747599452,0.6576576576576577,0.6019300692131417,OpenAI CLIP,fewshot_adaptation,0.01,45
weighted_by_test_n,1,0.7668895747599452,0.6576576576576577,0.6019300692131417,OpenAI CLIP,fewshot_adaptation,0.01,45
macro,1,0.6931179074697593,0.6486486486486487,0.6301172115125603,OpenAI CLIP,fewshot_adaptation,0.01,46
weighted_by_test_n,1,0.6931179074697593,0.6486486486486487,0.6301172115125603,OpenAI CLIP,fewshot_adaptation,0.01,46
macro,1,0.700934499314129,0.5675675675675675,0.5682258048670261,OpenAI CLIP,fewshot_adaptation,0.05,42
weighted_by_test_n,1,0.700934499314129,0.5675675675675675,0.5682258048670261,OpenAI CLIP,fewshot_adaptation,0.05,42
macro,1,0.7639216236438459,0.6756756756756757,0.6752207127697122,OpenAI CLIP,fewshot_adaptation,0.05,43
weighted_by_test_n,1,0.7639216236438459,0.6756756756756757,0.6752207127697122,OpenAI CLIP,fewshot_adaptation,0.05,43
macro,1,0.6456423805960844,0.5675675675675675,0.5735675227200652,OpenAI CLIP,fewshot_adaptation,0.05,44
weighted_by_test_n,1,0.6456423805960844,0.5675675675675675,0.5735675227200652,OpenAI CLIP,fewshot_adaptation,0.05,44
macro,1,0.7234022321985285,0.6306306306306306,0.6041532833985664,OpenAI CLIP,fewshot_adaptation,0.05,45
weighted_by_test_n,1,0.7234022321985285,0.6306306306306306,0.6041532833985664,OpenAI CLIP,fewshot_adaptation,0.05,45
macro,1,0.7759641164733758,0.7027027027027027,0.7043544704041795,OpenAI CLIP,fewshot_adaptation,0.05,46
weighted_by_test_n,1,0.7759641164733758,0.7027027027027027,0.7043544704041795,OpenAI CLIP,fewshot_adaptation,0.05,46
macro,1,0.6876465269983788,0.5765765765765766,0.585262914225169,OpenAI CLIP,fewshot_adaptation,0.1,42
weighted_by_test_n,1,0.6876465269983788,0.5765765765765766,0.585262914225169,OpenAI CLIP,fewshot_adaptation,0.1,42
macro,1,0.7907820488839007,0.6576576576576577,0.6467688554259031,OpenAI CLIP,fewshot_adaptation,0.1,43
weighted_by_test_n,1,0.7907820488839007,0.6576576576576577,0.6467688554259031,OpenAI CLIP,fewshot_adaptation,0.1,43
macro,1,0.7440750093527871,0.6396396396396397,0.6426396619945007,OpenAI CLIP,fewshot_adaptation,0.1,44
weighted_by_test_n,1,0.7440750093527871,0.6396396396396397,0.6426396619945007,OpenAI CLIP,fewshot_adaptation,0.1,44
macro,1,0.758170438957476,0.6396396396396397,0.6375868405719152,OpenAI CLIP,fewshot_adaptation,0.1,45
weighted_by_test_n,1,0.7581704389574762,0.6396396396396397,0.6375868405719152,OpenAI CLIP,fewshot_adaptation,0.1,45
macro,1,0.7648607993515402,0.6846846846846847,0.6869648805132677,OpenAI CLIP,fewshot_adaptation,0.1,46
weighted_by_test_n,1,0.7648607993515402,0.6846846846846847,0.6869648805132677,OpenAI CLIP,fewshot_adaptation,0.1,46
